image,true_label,predicted,confidence,correct
2173_jpg.rf.d29c3fd612ab9c359f4cdf6e544860a9.jpg,clean,clean,0.999,True
11_png.rf.a4bc5bc0d36dd0f9882d647f08c3cb90.jpg,clean,clean,0.9986,True
2627_jpg.rf.bc8bef7eb07464e8ecd3cc8ca4858208.jpg,clean,clean,0.9995,True
2185_jpg.rf.745062f3fd3354ebb0901be10bdd7ed5.jpg,clean,clean,1.0,True
21_png.rf.533ac8a17aa20286ecf5f66fabc6d92e.jpg,clean,clean,0.9997,True
5244_jpg.rf.aeab69f5e74c7054d5df28c85c2a146e.jpg,clean,clean,0.9991,True
3500_png.rf.4dc82858b35234baa492c49c451d5eff.jpg,clean,clean,0.9999,True
1560_png.rf.bf0307a4a322bd5b19ab357b53fd4374.jpg,clean,clean,0.9989,True
2606_jpg.rf.70000f77dccf8cca435a0ae9c05d88f7.jpg,clean,clean,0.9999,True
5531_jpg.rf.e6f3ddaa864f138d2136bbd460d8f0f3.jpg,clean,clean,0.9979,True
1525_png.rf.7f82155a85585e3b0186a3a616aa0fb1.jpg,clean,clean,0.9963,True
2909_jpg.rf.47284a1d3739fed40216efa4b5376da7.jpg,clean,clean,0.9997,True
1877_png.rf.422db489ead5d167efa76467dd4f9ed6.jpg,clean,clean,0.9976,True
1523_png.rf.70dc9773604242421bb257cb6c235644.jpg,clean,clean,0.9996,True
5247_jpg.rf.01443e325fac7406cb5c0a647444bd27.jpg,clean,clean,0.9976,True
8_png.rf.f77aafb9b23d1282703e9f03a394f4bd.jpg,clean,clean,0.9992,True
2652_jpg.rf.79ec9ab66f6d655f5fc448274367bb13.jpg,clean,clean,0.9997,True
1406_jpg.rf.4ddbe219b43eb7456dbef2975e120558.jpg,clean,clean,0.9969,True
5210_jpg.rf.2fbcd7cced59af48f6ae628f277b551f.jpg,clean,clean,0.9992,True
2479_jpg.rf.634584e9bba7630192ab3c4438a7c050.jpg,clean,clean,0.9999,True
2294_jpg.rf.f034cc46ce3f1a1ae80bc9246c201a39.jpg,clean,clean,0.9997,True
1127_jpg.rf.46e7f854bbc3fcd63356b8e78be1c60a.jpg,clean,clean,0.9998,True
385_jpg.rf.a9a863c55eeef62626a0e01eba8b087f.jpg,clean,clean,0.9997,True
210_jpg.rf.7d9a38f3536c36705b2cb4fc516bc68a.jpg,clean,clean,0.9997,True
1478_jpg.rf.9e55a5aacb264fb71fbf0825037f50be.jpg,clean,clean,0.9997,True
662_jpg.rf.5b392125fbd94b412b6d3a5047cea45d.jpg,clean,clean,0.9923,True
5403_jpg.rf.1416be8cce397cbdf9dee6c7d481dab3.jpg,clean,clean,0.9999,True
5474_jpg.rf.1212a4f3a8049190c656904eb5cde591.jpg,clean,clean,0.9998,True
3012_png.rf.141571c9f5db220445555d69d8384925.jpg,clean,clean,0.9998,True
928_jpg.rf.12fd340124ab3211cd676d69bf67be30.jpg,clean,clean,0.9998,True
1634_jpg.rf.717e1271cd6d1c8ffcc673412932385a.jpg,clean,clean,0.9996,True
838_jpg.rf.16cb37cb27fc83af17c67676ef91a887.jpg,clean,clean,0.9983,True
5925_jpg.rf.37e520a5907662c964ae37a49da6f358.jpg,clean,clean,0.9938,True
2732_jpg.rf.f6167c6b92f93610fc72a30d4b8efa38.jpg,clean,clean,0.9987,True
3249_jpg.rf.3049c630b5963d8d22a5a4ac2e1b15db.jpg,clean,clean,0.9996,True
813_jpg.rf.232b3ccc721b2affb089ce4c9327e654.jpg,clean,clean,0.978,True
346_jpg.rf.aa8ae4557fce409fa01bb5c855eb05c1.jpg,clean,clean,0.9997,True
5858_jpg.rf.fbb763557cae1da262c956d72039dd29.jpg,clean,clean,0.9976,True
2087_jpg.rf.d3a308b61df68cdad2d8e4f5e3f790be.jpg,clean,clean,0.993,True
2522_png.rf.ef21307d627b22400c4db7a73d4ba796.jpg,clean,clean,0.9988,True
3349_png.rf.6297167e81f32420c0e1569946c94677.jpg,clean,clean,0.9999,True
1434_jpg.rf.55259694419c8d2069fb0f07bb2c479d.jpg,clean,clean,0.9995,True
163_jpg.rf.68afd120d8d4835cbdd14de8981d6b92.jpg,clean,clean,0.9999,True
3345_png.rf.9d23870002436ad7877c40ce88b5bf8a.jpg,clean,clean,0.9999,True
2413_jpg.rf.9d21e404e56fc31ec40516a1b5b9110d.jpg,clean,clean,0.9989,True
414_jpg.rf.9ceb5972681f9089868844dd48175759.jpg,clean,clean,0.9999,True
2703_jpg.rf.7a69073e463d453dc1fd04928fef4861.jpg,clean,clean,0.9997,True
5689_jpg.rf.f4b3c0c8d76d68824148c073a348064e.jpg,clean,clean,0.9998,True
2545_png.rf.a33f534c68cf9a53745a9b907f86437f.jpg,clean,clean,0.9988,True
1340_png.rf.3f7e657e073cfb33f6ba47f52c1ec63c.jpg,clean,clean,0.9992,True
2102_jpg.rf.82cf780695bc4a8c01078d4ab171e2b8.jpg,clean,clean,0.998,True
5856_jpg.rf.18dec4826ee303ca3afaa3c642303cdc.jpg,clean,clean,0.9995,True
5816_jpg.rf.c4f8e565c55160d593c9464ef20f3c6b.jpg,clean,clean,0.9987,True
1447_jpg.rf.fd0d41588b01f622bb0db4d9bc07e5e6.jpg,clean,clean,0.999,True
1428_jpg.rf.60b8a4690c5ffad6e6c8dcd45cb6bf84.jpg,clean,clean,0.9998,True
818_jpg.rf.6bda25261a562219d6d6f797273fb177.jpg,clean,clean,0.9985,True
1744_jpg.rf.92787df46f3ae6e79149642935e51c1b.jpg,clean,clean,0.9939,True
3338_png.rf.12833ef3620c0c51c45f49ee3f9c9f3f.jpg,clean,clean,0.9997,True
1012_png.rf.f1e69a08a3f80b10381fa2aa7516a025.jpg,clean,clean,0.9988,True
2272_jpg.rf.3a66af14c77f08b4954d952e989b320a.jpg,clean,clean,0.9985,True
2950_jpg.rf.087f3193d3f859284bb60fa9a85740e9.jpg,clean,clean,0.9796,True
1427_jpg.rf.70cbac5b3c2c0a3e4c57eb951ec4d14f.jpg,clean,clean,0.9996,True
988_jpg.rf.4c5092679029c490484d64b13f0b9266.jpg,clean,clean,0.9972,True
522_png.rf.27ec81cc64ee14ef3cab25fcccacb7f2.jpg,clean,clean,0.9968,True
5837_jpg.rf.716c769b39b68827381c5555c2f7fbc7.jpg,clean,clean,0.9997,True
1452_jpg.rf.cf020a2af379b1f1c135dece96753139.jpg,clean,clean,0.9994,True
2346_png.rf.31ed41db66d4bf79fde1ca7570330daf.jpg,clean,clean,0.9897,True
774_jpg.rf.02beae9408e8df29c97df854d43fbd85.jpg,clean,clean,0.9984,True
2113_jpg.rf.6189f7ea058e51eebdcff3d0d2bca79f.jpg,clean,clean,0.9942,True
5584_jpg.rf.fd928e558fd181f0d63d91dd1ec0c639.jpg,clean,clean,0.9996,True
625_jpg.rf.a7b4ff85d4409000dc9f8633de859ac6.jpg,clean,clean,0.9945,True
519_png.rf.a84976abd8c3d684c8a3753078563689.jpg,clean,clean,0.9985,True
2206_jpg.rf.4bad8914b3503f64c0b1a237863faa13.jpg,clean,clean,0.9992,True
2895_jpg.rf.301442c4ca71a30af17bfbaa533d607b.jpg,clean,clean,0.9999,True
3433_jpg.rf.15e675c738fd81374b3f9a7e72aabe4f.jpg,clean,clean,0.9975,True
951_jpg.rf.6236a566d40dcb1adbf1fa8fa317149d.jpg,clean,clean,0.9997,True
3270_jpg.rf.132a8b10c72a646783fef6448789cca3.jpg,clean,clean,0.9995,True
55_png.rf.636617eaa9da5edb7ba8c9bd3bc11cd4.jpg,clean,clean,0.9998,True
1790_jpg.rf.5cc27b9ac3e94c40b05ef23d1877de44.jpg,clean,clean,0.9983,True
66_png.rf.6300cb15c49363df99acaf37f7770ce3.jpg,clean,clean,0.9988,True
3360_png.rf.25e213b1dae522912749de61ad9d7253.jpg,clean,clean,0.9997,True
5766_jpg.rf.544f2c94c03b7e3a9390fb654335c0b2.jpg,clean,clean,0.9985,True
5540_jpg.rf.14019a65281d46a5448512aa6ce82d13.jpg,clean,clean,0.9775,True
1727_jpg.rf.a3cd5466876eebb20a4f153ade98a3a5.jpg,clean,clean,0.9997,True
483_jpg.rf.b595b32676c6e4cd26d3181ab5933eba.jpg,clean,clean,0.9998,True
1128_jpg.rf.f85729fed25050e5d37eda0e04c7a2f1.jpg,clean,clean,0.9998,True
845_jpg.rf.01a12c05330d973e3596e434373ebcc6.jpg,clean,clean,0.9999,True
2357_png.rf.c00eaa0ec6d6d177b2b2ef2334aa2f7d.jpg,clean,clean,0.9974,True
5221_jpg.rf.f57703eecf79623fdd826388c3d2a245.jpg,clean,clean,0.9933,True
3417_jpg.rf.811d8f19e05457ca4ce174ed9d1d6ee3.jpg,clean,clean,0.9997,True
51_png.rf.c08d94dd41f69c4016c9a227b08a39ec.jpg,clean,clean,0.9995,True
2432_jpg.rf.eebbdbf92537e4d982821645cfdca46a.jpg,clean,clean,0.9995,True
510_png.rf.3a67eec5fc57a79d332e2c00b88a40c2.jpg,clean,clean,0.9963,True
5047_jpg.rf.8f1a1f2e6e36c36a2edfcae723110b37.jpg,clean,clean,0.9992,True
3084_jpg.rf.8d875208a8e91a8f447b5e670613fa93.jpg,clean,clean,0.9993,True
5946_jpg.rf.47b1f1f7e3d1944c574d302d6bd4d982.jpg,clean,clean,0.7575,True
3214_jpg.rf.0c315948555f6042cc47fb1d66b8c12e.jpg,clean,clean,0.9995,True
5450_jpg.rf.f14a63afb536cd95f32bba089cc3ee60.jpg,clean,clean,0.9995,True
1421_jpg.rf.a3801e051b52abc9b61d3e74dab10013.jpg,clean,clean,0.9997,True
1401_jpg.rf.2c11b736ff534669d181a00892a7260b.jpg,clean,clean,0.9999,True
2261_jpg.rf.9c43652d093d2a51873e10aa35e46cf7.jpg,clean,clean,0.9993,True
1630_jpg.rf.821e2a31a78329b6ec324f20a51bae42.jpg,clean,clean,0.9996,True
2993_png.rf.8efa90d45787be7f8c6b63974d5cbd07.jpg,clean,clean,0.9974,True
2209_jpg.rf.cc761bbe2a89a642935ba54a97070efa.jpg,clean,clean,0.9999,True
5508_jpg.rf.81b9fa64ec309511740ab3cfafe48747.jpg,clean,clean,0.9981,True
3332_png.rf.92a1b58e4852465e36186489be951bcb.jpg,clean,clean,0.9997,True
5113_jpg.rf.d9a92fc296ffe777a5ee6f2e285998fc.jpg,clean,clean,0.9972,True
1275_jpg.rf.cb8845badf8e88134825c0256d50b32e.jpg,clean,clean,0.9987,True
1784_jpg.rf.2eb8ceab032245c8fde09ae47dfa1306.jpg,clean,clean,0.9992,True
1295_jpg.rf.573caebe915ff6c46eb9eb76a3c10f45.jpg,clean,clean,0.9996,True
735_jpg.rf.48f68e1e74e1637b9c66c6c543b94bda.jpg,clean,clean,0.9978,True
3076_jpg.rf.94caeaed34ce7ed5c27ab4a7613cd84d.jpg,clean,clean,0.9986,True
5617_jpg.rf.8f2797acb684cd1bbbbf8a9bba1e13b2.jpg,clean,clean,0.9996,True
1613_jpg.rf.f3183aa9679d602bd93297cd87f719c9.jpg,clean,clean,0.9727,True
5429_jpg.rf.34b6635382cbbe62f410069b1bceb075.jpg,clean,clean,0.9912,True
350_jpg.rf.5304a0a264c86dbed3376cdec27048b8.jpg,clean,clean,0.9993,True
2221_jpg.rf.5295aa9e1adac1203188a5aa08ece83e.jpg,clean,clean,0.9994,True
5325_jpg.rf.093ea80ad8539137b82157e3c5747ed6.jpg,clean,clean,0.9984,True
2249_jpg.rf.3736758f6bfae9e5e4b06038ceb83a79.jpg,clean,clean,0.9992,True
1178_jpg.rf.28f87253009afc7590a6d2f63ff353f1.jpg,clean,clean,0.9995,True
5287_jpg.rf.673fea79a57881943c5834dd112dac99.jpg,clean,clean,0.9992,True
337_jpg.rf.8d3cfaf017cf3fc0826d0216848d8150.jpg,clean,clean,0.9995,True
647_jpg.rf.666d4f2adc2b22593a0b7ace4e7d7b46.jpg,clean,clean,0.9995,True
1448_jpg.rf.99cd41e9a7c869e84e14df0e54bf2002.jpg,clean,clean,0.9997,True
501_png.rf.1335e08026ffd286142027deeab93f14.jpg,clean,clean,0.9992,True
2955_jpg.rf.a9d9469cc567d025549a4a0724097cd4.jpg,clean,clean,0.9997,True
354_png.rf.811a8fd70fca47308527e58a57dc5b5a.jpg,clean,clean,0.9995,True
5049_jpg.rf.58e9fe405fd2ff31d7a4cb1abaa8543d.jpg,clean,clean,0.9995,True
1451_jpg.rf.fecf3432a04be446a16cb59fc439db00.jpg,clean,clean,0.9992,True
939_jpg.rf.b8b26fb5a99098d98cbd1c2f65b1008c.jpg,clean,clean,0.9998,True
5315_jpg.rf.7435d18cf340f4ce4e9ff7badf342716.jpg,clean,clean,0.999,True
465_jpg.rf.92d41e2a049e9aec99154de3c415d43f.jpg,clean,clean,0.9996,True
2364_png.rf.4833ca37cb50a53e7403eb57adbb5aa9.jpg,clean,clean,0.9989,True
3324_jpg.rf.6bb7a0105dff8032f204218935053aad.jpg,clean,clean,0.999,True
3104_jpg.rf.ccc0141db4467d766a76c9e718b2f971.jpg,clean,clean,0.999,True
5962_jpg.rf.9562ea7fa0e0f55c9c668d42b57b40ef.jpg,clean,clean,0.9995,True
2472_jpg.rf.de4a1355f5ef600640f7a52861ad5f62.jpg,clean,clean,0.9998,True
3392_jpg.rf.f3ce516d68ab5512bf92087c434b1874.jpg,clean,clean,0.9989,True
902_jpg.rf.1803b6d4bc3236018da8586bad86742d.jpg,clean,clean,0.9996,True
616_jpg.rf.d5c5b22ee585bfd2fefbbf3cee39eb6d.jpg,clean,clean,0.9978,True
914_jpg.rf.29e75902aee757ce95d0ab73774fe9ef.jpg,clean,clean,0.9986,True
2638_jpg.rf.6a60e181cc46d1cfc0b9a6db5a8fe2e2.jpg,clean,clean,0.9997,True
2641_jpg.rf.0122eef144157a3ad74b02ab6d88202a.jpg,clean,clean,0.9998,True
1987_jpg.rf.949b399b10a6b7ee2d12d53df1658327.jpg,clean,clean,0.999,True
222_jpg.rf.f3690e4ec204d85ab756b030f5b8b02d.jpg,clean,clean,0.9993,True
820_jpg.rf.747f16ed957baf3bfdf87ffde1358c20.jpg,clean,clean,0.9987,True
2316_jpg.rf.32e5874baf9a56c3626b2b735e8ef515.jpg,clean,clean,0.9998,True
5812_jpg.rf.e24b7d3078640e6ec109ce254b41c464.jpg,clean,clean,0.999,True
2077_jpg.rf.62d667321692d0659ecc587546d924e3.jpg,clean,clean,0.9996,True
2037_png.rf.a3e1cdb486bda9b617e72da3c2300a48.jpg,clean,clean,0.9992,True
202_jpg.rf.49dfc540ff707607276325bdd412c7af.jpg,clean,clean,0.9998,True
1279_jpg.rf.471b03b1530977dfc6caf5bde79b6c10.jpg,clean,clean,0.999,True
1843_png.rf.9881e70cdf3203f3db3c90028f9353e1.jpg,clean,clean,0.9978,True
2684_jpg.rf.a6616c76446b3231699e6c47a635265f.jpg,clean,clean,0.9998,True
2365_png.rf.8f8669eddb259300c12eeb1c4ce227a9.jpg,clean,clean,0.9996,True
5062_jpg.rf.fa6a1679a3ff13eeff4a6c8f03850278.jpg,clean,clean,0.9998,True
3242_jpg.rf.5ea1b76b182c6c8d14dc741fa63f637b.jpg,clean,clean,0.9991,True
5172_jpg.rf.cbea3c0157d099ffb6e2c131ff1c2aac.jpg,clean,clean,0.9995,True
188_jpg.rf.8d46872c2587b7503506ed3ed32565b1.jpg,clean,clean,0.9996,True
3402_jpg.rf.8ef0f10d59174ce33713c87fbd491862.jpg,clean,clean,0.9985,True
885_png.rf.411b48e788f7cc7db4ce8aa899fa8314.jpg,clean,clean,0.9946,True
364_png.rf.8d77f172a8566bdd827c458140ed7dae.jpg,clean,clean,0.9998,True
2090_jpg.rf.dcb976d6f43f82a21ecbd936810d15ab.jpg,clean,clean,0.9971,True
5009_jpg.rf.0b034b24efa6b0e7f7b573cb352be2fc.jpg,clean,clean,0.9995,True
1875_png.rf.6ffddfdae1ca24f81bf98815f877c623.jpg,clean,clean,0.9986,True
2114_jpg.rf.ce1ff9c8b43cdc13b616052337190fe8.jpg,clean,clean,0.9922,True
5266_jpg.rf.a8ceffd06af84c5189d8c3f1d4a5e635.jpg,clean,clean,0.9943,True
2945_jpg.rf.42039fed12f18f6d2b3525f5bd14f218.jpg,clean,clean,0.9996,True
1358_png.rf.2af824d3ddccd9bc6c0418853a2fbd7b.jpg,clean,clean,0.9998,True
1782_jpg.rf.ab5414e50af1df65fd5496bea2707b6b.jpg,clean,clean,0.9989,True
3410_jpg.rf.aa6b5e507e7a16e5ae01baa8e7cf6683.jpg,clean,clean,0.9992,True
2386_jpg.rf.6b06f41237a76e3f3e94fe70ef3b351a.jpg,clean,clean,0.9997,True
1301_jpg.rf.e4d37984d15a0d31b135a60e96b47f84.jpg,clean,clean,0.9996,True
1832_jpg.rf.17ff47e123c35e0ea30919ed8bfe3bf7.jpg,clean,clean,0.9984,True
2875_jpg.rf.c2603afd2e7c33d737d129b9e13ba18b.jpg,clean,clean,0.9998,True
2058_png.rf.ea7ce4d6741a4a76641e1ac7275e757e.jpg,clean,clean,0.9995,True
5107_jpg.rf.c6633728e03e26cb467dd9e2a4270e94.jpg,clean,clean,0.9999,True
2110_jpg.rf.d4de4e435f190324a78419da76ef3cfd.jpg,clean,clean,0.9965,True
2601_jpg.rf.da831bdc13c06d50ea4a01350305b8ef.jpg,clean,clean,0.9999,True
1121_jpg.rf.3a285a37eb2f708255c53bdf38389e47.jpg,clean,clean,0.9997,True
596_jpg.rf.2362eda52deb9e9279ff47f062313068.jpg,clean,clean,0.9904,True
540_png.rf.2d157d364ff13e23196c8ec3f1e5abcc.jpg,clean,clean,0.9989,True
5613_jpg.rf.a1ed12555776c3113a3d4edca925abc4.jpg,clean,clean,0.9985,True
5392_jpg.rf.61bf7723b35edcc0392622ce94bdef2e.jpg,clean,clean,0.9297,True
5770_jpg.rf.b94406d4781be59ab0efb7117014619f.jpg,clean,clean,0.9968,True
1209_jpg.rf.b412394720057fb0f3b8664a11448b6b.jpg,clean,clean,0.9987,True
1099_jpg.rf.e76078aa351484801773c7e8f3be717b.jpg,clean,clean,0.9993,True
468_jpg.rf.c3ee086acb923c7fc45a3654ca9c3497.jpg,clean,clean,0.9997,True
1517_png.rf.7c7437b0981ddf94af90154cb65ada10.jpg,clean,clean,0.999,True
5084_jpg.rf.afc664203bc8979cb57ce8636e145f8c.jpg,clean,clean,0.9997,True
5756_jpg.rf.9b69852a8963cd3bca03e902bb5f28a2.jpg,clean,clean,0.9996,True
1491_jpg.rf.97782b2579af5490c47120e9a96520b5.jpg,clean,clean,0.9997,True
1741_jpg.rf.39b3995025a6d82770b47016754f737c.jpg,clean,clean,0.9982,True
903_jpg.rf.cc9ede71a07de5ed03cd771adb779bc1.jpg,clean,clean,0.9983,True
2779_jpg.rf.ba7207ecbd13da972269c2c3bf96cd70.jpg,clean,clean,0.9991,True
123_jpg.rf.6d5e5504adc756e74ced61dea5df9f82.jpg,clean,clean,0.999,True
265_jpg.rf.8cf4d41935f2146fd9044466b95a185b.jpg,clean,clean,0.9996,True
2700_jpg.rf.062872954d6bd73dd711ff98ae888675.jpg,clean,clean,0.9996,True
612_jpg.rf.50d1908b804044922ad64c376c036e03.jpg,clean,clean,0.9969,True
3246_jpg.rf.d40b48dd8bb6ac782ee5e8f97898afa3.jpg,clean,clean,0.9994,True
2785_jpg.rf.1b1e96db8ff3f0f5ff1023ab0e65af1e.jpg,clean,clean,0.9996,True
5568_jpg.rf.00e59c237709226aeca8e93489c5943b.jpg,clean,clean,0.9988,True
1995_png.rf.8060233b6a3b10e424a785eff82b6a33.jpg,clean,clean,0.9976,True
5478_jpg.rf.8e8b35fc2fb1f6f1ab2e62222df8ad09.jpg,clean,clean,0.9981,True
224_jpg.rf.58eec12146538b7e482f5017ebc596a2.jpg,clean,clean,0.9994,True
1227_jpg.rf.f607c7cc302e63e48bb0f0a40656d61f.jpg,clean,clean,0.9991,True
372_png.rf.7166454dfc5411ccd37fe4c96d7dbcf6.jpg,clean,clean,0.9997,True
2136_jpg.rf.59577c5aba29b89ca1bf4c76277ae85c.jpg,clean,clean,0.9996,True
5872_jpg.rf.d845948df4d951eedeed3fc3d14b15e1.jpg,clean,clean,0.9972,True
1504_png.rf.9059d5e2f7e12d10dd34a34dbdbcc3ab.jpg,clean,clean,0.9991,True
1899_jpg.rf.3c9f0613a0c52e96a718896f77e4f0a0.jpg,clean,clean,0.9936,True
2480_jpg.rf.e2c100573d13c46a44029948462b533a.jpg,clean,clean,0.9997,True
2963_jpg.rf.cc3561ed47d0e25db1e93c7b3fd4a9f0.jpg,clean,clean,0.9993,True
1119_jpg.rf.28886c8b2d60edb9d03610c97f5f21ea.jpg,clean,clean,0.9997,True
2671_jpg.rf.25e6d64019e79762ef104d69c83a9ff5.jpg,clean,clean,0.9997,True
1947_jpg.rf.86e3171460d31ff22e90bc17d7d3cf5c.jpg,clean,clean,0.9963,True
771_jpg.rf.7e451c12104f6205f47b2d25e2abac7a.jpg,clean,clean,0.8974,True
2959_jpg.rf.89b039d24a00cd50e811ea3c0f5e4096.jpg,clean,clean,0.9982,True
5880_jpg.rf.c008964f1425cc896e4a7372f506dd76.jpg,clean,clean,0.9961,True
1886_jpg.rf.42452e775f7e28abdacb6f4b82dfe2a3.jpg,clean,clean,0.9994,True
889_jpg.rf.68a027f9408c75c09299562161af4d0f.jpg,clean,clean,0.9983,True
2473_jpg.rf.124438f3681348947fbf365403397e8f.jpg,clean,clean,0.9984,True
3369_png.rf.a33e2c26137460a683b851e7c17ad2c8.jpg,clean,clean,0.999,True
2326_jpg.rf.0a0d6c712fb0dce282210efecbfda4b9.jpg,clean,clean,0.9999,True
1454_jpg.rf.8bc79b4ec0d801c82e82341f247468f7.jpg,clean,clean,0.9998,True
2660_jpg.rf.22899b1b19d0ef5ebf742cd3301b987e.jpg,clean,clean,0.9971,True
864_png.rf.1fa8e860a89774c8afca5fcd94ab034e.jpg,clean,clean,0.9923,True
5176_jpg.rf.d1f666f4feca090b94d7bb779677a21e.jpg,clean,clean,0.9973,True
1732_jpg.rf.82bcf69531238f572235a5d212d509b8.jpg,clean,clean,0.9977,True
860_png.rf.96042f07902963bb24701c814a2f3a24.jpg,clean,clean,0.9952,True
694_jpg.rf.cc214d0051546fd78c8608ab573a7f97.jpg,clean,clean,0.9985,True
5105_jpg.rf.7af55d0750ef604b31d13ea914500e3d.jpg,clean,clean,0.7145,True
361_png.rf.10ab0048266965bbecae3ef73807c976.jpg,clean,clean,0.9996,True
2140_jpg.rf.5b68f37cb5852022554b17678acf279e.jpg,clean,clean,0.9994,True
2241_jpg.rf.c37a67c5408147407355237ac1722663.jpg,clean,clean,0.9993,True
3397_jpg.rf.50d056cc29005b3c5669e19aa167f2b9.jpg,clean,clean,0.9988,True
5438_jpg.rf.44c3ea7f96ec65e167df519e990ed05c.jpg,clean,clean,0.9957,True
5628_jpg.rf.a5a25b92cae4461885ae09430233070d.jpg,clean,clean,0.9992,True
1364_png.rf.7a2202afa0428647914c4908123f3139.jpg,clean,clean,0.9984,True
660_jpg.rf.10805442fd1f67cf711ac865cda1e758.jpg,clean,clean,0.9991,True
1082_jpg.rf.33824e756544c1573fb62d403295d5d1.jpg,clean,clean,0.9997,True
952_jpg.rf.77bb2dc6b04a5ff114354476d9a01e6e.jpg,clean,clean,0.9988,True
1615_jpg.rf.4ca45a37dc0641394a5de395e0b5695a.jpg,clean,clean,0.9996,True
199_jpg.rf.0898b3dbbb4cab7df4de06be8f117538.jpg,clean,clean,0.9998,True
466_jpg.rf.98db34827357a6f2bba5c3d4f2a5bff2.jpg,clean,clean,0.9997,True
3287_jpg.rf.f82c5a2ef86dc979d8c8bce066df1c03.jpg,clean,clean,0.9993,True
268_jpg.rf.4c5050979efb9d94b84e8ab504dccc10.jpg,clean,clean,0.9994,True
3127_jpg.rf.0581cf51743ec7ffe70c9358b58a6752.jpg,clean,clean,0.998,True
1153_jpg.rf.762cfeccdeae97e943792d885513facb.jpg,clean,clean,0.9946,True
5281_jpg.rf.282e3b58d9e04bd09d82de057f98e3c5.jpg,clean,clean,0.9991,True
2810_jpg.rf.4d580e09f630d9c786c7fed5d6f23885.jpg,clean,clean,0.9998,True
2566_jpg.rf.368bc801332bee9a4a9b19af8603fcd8.jpg,clean,clean,0.9999,True
5487_jpg.rf.7fad92e9f6285d3c0d72eaf0945e6d08.jpg,clean,clean,0.997,True
1621_jpg.rf.e034a690ffec8fcb426ffd2ff60c3d86.jpg,clean,clean,0.9998,True
1513_png.rf.b3ad3f47ec8c8ebbe809b9ef4cb0c23a.jpg,clean,clean,0.9975,True
703_jpg.rf.82b724ea5a4f6719437c5942e71bdb4f.jpg,clean,clean,0.9975,True
5362_jpg.rf.e7cea6f2796e110c29e3caa38363373d.jpg,clean,clean,0.9996,True
273_jpg.rf.3953fcd54154ceae007e19fe78961ee6.jpg,clean,clean,0.9999,True
2953_jpg.rf.7385619d50fb585dc527987e3422eaac.jpg,clean,clean,0.9985,True
3337_png.rf.e26e26b915bc111d85cfa034dacee517.jpg,clean,clean,0.9997,True
5373_jpg.rf.7c38e4233183484e3d643aa906148094.jpg,clean,clean,0.9999,True
603_jpg.rf.fef275289211174d4cc61a78c93243c7.jpg,clean,clean,0.9982,True
560_png.rf.f81911aede844ee0c25ce4fb364e264d.jpg,clean,clean,0.9996,True
1531_png.rf.4d110ad4646e4f1e3f722f9a52ea6f03.jpg,clean,clean,0.9987,True
1286_jpg.rf.5e96907d7f9ca5212340f89ffb3a8f08.jpg,clean,clean,0.9994,True
1528_png.rf.bf78342e67c8f4162e7341a4d8a3903a.jpg,clean,clean,0.9981,True
3330_jpg.rf.b716e1c573d7e5a95e1a29089e3df352.jpg,clean,clean,0.9995,True
5977_jpg.rf.28147f9a6f3b8b74a627e0020e1fef43.jpg,clean,clean,0.9978,True
